Year,Genre,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Rank
2000,Strategy,0,0,0.06,0.06,12773
2007,Misc,0,0,0.06,0.06,12774
2002,Racing,0.04,0.01,0,0.06,12775
2002,Sports,0.03,0.02,0,0.06,12776
2009,Sports,0,0,0.06,0.06,12777
2008,Adventure,0,0,0.06,0.06,12778
2000,Adventure,0.03,0.02,0,0.06,12779
2006,Sports,0.04,0.01,0,0.06,12780
1998,Racing,0,0,0.05,0.06,12781
2006,Puzzle,0.05,0,0,0.06,12782
2002,Action,0.04,0.01,0,0.06,12783
2015,Sports,0,0.05,0,0.06,12784
2011,Strategy,0,0,0.06,0.06,12785
2004,Puzzle,0.04,0.01,0,0.06,12786
2011,Role-Playing,0,0,0.06,0.06,12787
2009,Strategy,0.05,0,0,0.06,12788
1996,Fighting,0,0,0.06,0.06,12789
2005,Misc,0.03,0.02,0,0.06,12790
2008,Simulation,0,0,0.06,0.06,12791
2007,Sports,0.03,0.02,0,0.06,12792
2009,Action,0.05,0,0,0.06,12793
1995,Shooter,0,0,0.06,0.06,12794
2009,Simulation,0.05,0,0,0.06,12795
2010,Simulation,0,0,0.06,0.06,12796
2004,Shooter,0.04,0.01,0,0.06,12797
1997,Shooter,0.03,0.02,0,0.06,12798
2008,Platform,0.05,0,0,0.06,12799
2015,Sports,0.04,0,0,0.06,12800
1995,Fighting,0.03,0.02,0,0.06,12801
2015,Sports,0,0.05,0,0.06,12802
2004,Sports,0.04,0.01,0,0.06,12803
2015,Role-Playing,0.02,0,0.03,0.06,12804
1997,Platform,0,0,0.06,0.06,12805
2002,Racing,0.03,0.02,0,0.06,12806
2014,Strategy,0,0,0.06,0.06,12807
2003,Racing,0.04,0.01,0,0.06,12808
N/A,Racing,0.04,0.01,0,0.06,12809
2011,Sports,0,0,0.06,0.06,12810
1996,Racing,0.03,0.02,0,0.06,12811
2008,Sports,0.04,0.02,0,0.06,12812
2010,Sports,0.05,0,0,0.06,12813
2004,Strategy,0.04,0.01,0,0.06,12814
2002,Shooter,0.04,0.01,0,0.06,12815
2000,Sports,0,0,0.06,0.06,12816
2004,Action,0.03,0.02,0,0.06,12817
2010,Role-Playing,0,0,0.06,0.06,12818
2006,Misc,0.05,0,0,0.06,12819
2006,Platform,0.05,0,0,0.06,12820
2008,Misc,0.05,0,0,0.06,12821
2005,Racing,0.03,0.02,0,0.06,12822
2015,Action,0.03,0.02,0,0.05,12823
2013,Adventure,0,0,0.05,0.05,12824
2009,Puzzle,0,0.04,0,0.05,12825
1998,Strategy,0,0,0.05,0.05,12826
N/A,Action,0.05,0,0,0.05,12827
2011,Simulation,0,0.04,0,0.05,12828
2002,Strategy,0.04,0.01,0,0.05,12829
2002,Role-Playing,0.04,0.01,0,0.05,12830
2007,Shooter,0,0.04,0,0.05,12831
2015,Action,0.05,0,0,0.05,12832
2006,Action,0.03,0.02,0,0.05,12833
2003,Racing,0.04,0.01,0,0.05,12834
2008,Misc,0.05,0,0,0.05,12835
2005,Strategy,0.04,0.01,0,0.05,12836
2016,Action,0,0,0.05,0.05,12837
2011,Simulation,0,0.04,0,0.05,12838
2003,Action,0.04,0.01,0,0.05,12839
2008,Adventure,0.04,0.01,0,0.05,12840
2010,Misc,0,0,0.05,0.05,12841
2007,Sports,0.02,0.03,0,0.05,12842
2002,Puzzle,0.03,0.02,0,0.05,12843
2006,Action,0.05,0,0,0.05,12844
1997,Sports,0.03,0.02,0,0.05,12845
1996,Sports,0.03,0.02,0,0.05,12846
2009,Misc,0,0.05,0,0.05,12847
2008,Action,0,0,0.05,0.05,12848
2008,Sports,0.04,0.01,0,0.05,12849
2009,Puzzle,0,0.05,0,0.05,12850
2003,Role-Playing,0.04,0.01,0,0.05,12851
2015,Action,0,0,0.05,0.05,12852
2013,Action,0.01,0.04,0,0.05,12853
2008,Strategy,0,0,0.05,0.05,12854
2015,Misc,0,0,0.05,0.05,12855
2002,Role-Playing,0.03,0.02,0,0.05,12856
2011,Puzzle,0.02,0.03,0,0.05,12857
2001,Sports,0.04,0.01,0,0.05,12858
2015,Misc,0,0,0.05,0.05,12859
2008,Action,0.05,0,0,0.05,12860
2015,Action,0.01,0,0.04,0.05,12861
2009,Adventure,0,0.04,0,0.05,12862
2010,Simulation,0.04,0.01,0,0.05,12863
2003,Simulation,0.04,0.01,0,0.05,12864
2006,Action,0.03,0.02,0,0.05,12865
2010,Misc,0.05,0,0,0.05,12866
2002,Sports,0.04,0.01,0,0.05,12867
2010,Adventure,0,0,0.05,0.05,12868
2009,Strategy,0.05,0,0,0.05,12869
2002,Action,0.04,0.01,0,0.05,12870
2016,Sports,0.04,0,0,0.05,12871
2010,Action,0,0,0.05,0.05,12872
2010,Shooter,0.05,0,0,0.05,12873
2004,Racing,0.04,0.01,0,0.05,12874
2003,Shooter,0.04,0.01,0,0.05,12875
2011,Strategy,0,0,0.05,0.05,12876
2011,Action,0,0,0.05,0.05,12877
2001,Sports,0.03,0.02,0,0.05,12878
1998,Sports,0.03,0.02,0,0.05,12879
2005,Action,0.04,0.01,0,0.05,12880
N/A,Misc,0.05,0,0,0.05,12881
2004,Puzzle,0,0,0.05,0.05,12882
2002,Sports,0.04,0.01,0,0.05,12883
2004,Simulation,0.03,0.02,0,0.05,12884
2015,Action,0.03,0.02,0,0.05,12885
2008,Strategy,0.05,0,0,0.05,12886
2006,Fighting,0,0,0.05,0.05,12887
2001,Shooter,0.03,0.02,0,0.05,12888
2015,Adventure,0.05,0,0,0.05,12889
2006,Sports,0.04,0.01,0,0.05,12890
2009,Misc,0.05,0,0,0.05,12891
2008,Adventure,0.05,0,0,0.05,12892
2015,Action,0,0,0.05,0.05,12893
2006,Misc,0,0,0.05,0.05,12894
2004,Sports,0.04,0.01,0,0.05,12895
2002,Role-Playing,0.04,0.01,0,0.05,12896
2009,Misc,0.05,0,0,0.05,12897
2003,Platform,0,0,0.05,0.05,12898
2002,Fighting,0,0,0.05,0.05,12899
2010,Adventure,0.04,0.01,0,0.05,12900
2016,Role-Playing,0,0.05,0,0.05,12901
2003,Role-Playing,0.04,0.01,0,0.05,12902
2010,Action,0,0.04,0,0.05,12903
2002,Platform,0.04,0.01,0,0.05,12904
1995,Adventure,0,0,0.05,0.05,12905
2011,Fighting,0,0.03,0.02,0.05,12906
2002,Puzzle,0,0,0.05,0.05,12907
2003,Platform,0.03,0.02,0,0.05,12908
2009,Puzzle,0,0,0.05,0.05,12909
2010,Simulation,0.05,0,0,0.05,12910
2010,Simulation,0.05,0,0,0.05,12911
2015,Sports,0,0.05,0,0.05,12912
2003,Sports,0.04,0.01,0,0.05,12913
2011,Sports,0.05,0,0,0.05,12914
2016,Action,0,0,0.05,0.05,12915
2013,Misc,0,0,0.05,0.05,12916
N/A,Sports,0.03,0.02,0,0.05,12917
2015,Action,0,0,0.05,0.05,12918
2013,Action,0,0,0.05,0.05,12919
2014,Strategy,0,0,0.05,0.05,12920
1995,Racing,0.03,0.02,0,0.05,12921
2009,Role-Playing,0,0.04,0,0.05,12922
2009,Role-Playing,0.05,0,0,0.05,12923
N/A,Racing,0,0.05,0,0.05,12924
2003,Sports,0.04,0.01,0,0.05,12925
2010,Racing,0.03,0.02,0,0.05,12926
2016,Action,0,0.04,0.01,0.05,12927
2007,Action,0.05,0,0,0.05,12928
1993,Role-Playing,0,0,0.05,0.05,12929
2006,Action,0.03,0.02,0,0.05,12930
N/A,Platform,0.04,0.01,0,0.05,12931
2016,Action,0.01,0.03,0,0.05,12932
2007,Action,0,0,0.05,0.05,12933
2016,Misc,0,0,0.05,0.05,12934
2015,Adventure,0,0,0.05,0.05,12935
1999,Fighting,0.03,0.02,0,0.05,12936
2010,Action,0,0,0.05,0.05,12937
2009,Role-Playing,0,0,0.05,0.05,12938
1997,Platform,0.03,0.02,0,0.05,12939
2016,Sports,0,0.05,0,0.05,12940
2012,Action,0,0,0.05,0.05,12941
2014,Racing,0,0,0.05,0.05,12942
2004,Action,0.04,0.01,0,0.05,12943
2010,Shooter,0,0.05,0,0.05,12944
1999,Sports,0.03,0.02,0,0.05,12945
2007,Sports,0.04,0.01,0,0.05,12946
1993,Platform,0,0,0.05,0.05,12947
2011,Action,0.03,0.01,0,0.05,12948
2012,Shooter,0,0,0.05,0.05,12949
2015,Role-Playing,0.04,0,0,0.05,12950
2012,Role-Playing,0,0,0.05,0.05,12951
2002,Platform,0.04,0.01,0,0.05,12952
2006,Role-Playing,0,0,0.05,0.05,12953
2013,Shooter,0,0.05,0,0.05,12954
2005,Adventure,0.04,0.01,0,0.05,12955
2016,Strategy,0,0,0.05,0.05,12956
2010,Simulation,0.05,0,0,0.05,12957
1993,Misc,0,0,0.05,0.05,12958
2007,Puzzle,0.05,0,0,0.05,12959
2015,Action,0.05,0,0,0.05,12960
2004,Role-Playing,0.03,0.02,0,0.05,12961
2015,Role-Playing,0,0,0.05,0.05,12962
2009,Simulation,0.05,0,0,0.05,12963
2011,Simulation,0,0.04,0,0.05,12964
2009,Action,0.05,0,0,0.05,12965
2002,Sports,0.01,0,0.03,0.05,12966
2009,Fighting,0.05,0,0,0.05,12967
2007,Action,0.03,0.01,0,0.05,12968
2007,Action,0.05,0,0,0.05,12969
2009,Fighting,0,0,0.05,0.05,12970
2007,Shooter,0.02,0,0.02,0.05,12971
2006,Action,0.03,0,0.01,0.05,12972
1994,Misc,0,0,0.05,0.05,12973
2002,Platform,0.04,0.01,0,0.05,12974
2008,Puzzle,0.05,0,0,0.05,12975
2006,Action,0,0,0.05,0.05,12976
2011,Simulation,0,0,0.05,0.05,12977
2006,Puzzle,0.04,0,0,0.05,12978
2009,Adventure,0,0.05,0,0.05,12979
2004,Racing,0.03,0.02,0,0.05,12980
2008,Simulation,0.05,0,0,0.05,12981
2008,Sports,0,0,0.05,0.05,12982
2007,Action,0.05,0,0,0.05,12983
2009,Action,0,0,0.05,0.05,12984
2008,Simulation,0.05,0,0,0.05,12985
2003,Action,0.04,0.01,0,0.05,12986
2005,Action,0.03,0.02,0,0.05,12987
2003,Platform,0.04,0.01,0,0.05,12988
2016,Sports,0,0,0.05,0.05,12989
2010,Puzzle,0.04,0,0,0.05,12990
2004,Role-Playing,0.04,0.01,0,0.05,12991
2006,Action,0.05,0,0,0.05,12992
2012,Adventure,0,0,0.05,0.05,12993
2003,Racing,0.04,0.01,0,0.05,12994
2009,Action,0.05,0,0,0.05,12995
2008,Role-Playing,0.05,0,0,0.05,12996
2004,Puzzle,0.04,0.01,0,0.05,12997
2002,Racing,0.04,0.01,0,0.05,12998
2003,Platform,0.04,0.01,0,0.05,12999
2010,Fighting,0.05,0,0,0.05,13000
2007,Simulation,0,0.05,0,0.05,13001
2014,Role-Playing,0.03,0.01,0.01,0.05,13002
2005,Misc,0.04,0.01,0,0.05,13003
2002,Racing,0.03,0.02,0,0.05,13004
2010,Shooter,0.05,0,0,0.05,13005
2015,Role-Playing,0.02,0.02,0,0.05,13006
2007,Simulation,0.05,0,0,0.05,13007
2006,Puzzle,0.05,0,0,0.05,13008
2007,Puzzle,0.05,0,0,0.05,13009
1998,Action,0.03,0.02,0,0.05,13010
2010,Fighting,0,0,0.05,0.05,13011
2002,Adventure,0.03,0.02,0,0.05,13012
2010,Role-Playing,0,0,0.05,0.05,13013
2015,Sports,0,0.04,0,0.05,13014
2015,Shooter,0.02,0.02,0,0.05,13015
2009,Sports,0.05,0,0,0.05,13016
2008,Role-Playing,0,0,0.05,0.05,13017
2010,Fighting,0.05,0,0,0.05,13018
2015,Platform,0.03,0.01,0,0.05,13019
1991,Role-Playing,0,0,0.05,0.05,13020
2008,Shooter,0.03,0.01,0,0.05,13021
2016,Role-Playing,0,0,0.05,0.05,13022
2007,Simulation,0,0.04,0,0.05,13023
2010,Adventure,0,0,0.05,0.05,13024
2015,Fighting,0.01,0.04,0,0.05,13025
2006,Puzzle,0,0,0.05,0.05,13026
2015,Action,0,0,0.05,0.05,13027
2003,Sports,0.04,0.01,0,0.05,13028
2005,Role-Playing,0.04,0.01,0,0.05,13029
2010,Sports,0,0,0.05,0.05,13030
2016,Racing,0,0.04,0,0.05,13031
2001,Racing,0.03,0.02,0,0.05,13032
2008,Fighting,0,0,0.05,0.05,13033
2009,Strategy,0,0.04,0,0.05,13034
2006,Sports,0.05,0,0,0.05,13035
2006,Role-Playing,0,0,0.05,0.05,13036
2007,Action,0.05,0,0,0.05,13037
2010,Adventure,0.02,0,0.03,0.05,13038
2007,Adventure,0,0,0.05,0.05,13039
2005,Shooter,0,0.04,0,0.05,13040
2010,Misc,0,0,0.05,0.05,13041
2003,Sports,0.04,0.01,0,0.05,13042
2004,Simulation,0.05,0,0,0.05,13043
2002,Racing,0.03,0.02,0,0.05,13044
2008,Puzzle,0.01,0.04,0,0.05,13045
2016,Fighting,0,0.05,0,0.05,13046
2009,Adventure,0,0,0.05,0.05,13047
2014,Shooter,0.02,0.03,0,0.05,13048
2009,Misc,0.05,0,0,0.05,13049
2002,Misc,0.04,0.01,0,0.05,13050
2004,Sports,0,0,0.05,0.05,13051
2014,Adventure,0,0.05,0,0.05,13052
2007,Misc,0.05,0,0,0.05,13053
2009,Role-Playing,0,0,0.05,0.05,13054
2008,Adventure,0.04,0.01,0,0.05,13055
2001,Adventure,0,0,0.05,0.05,13056
N/A,Misc,0,0.04,0,0.05,13057
2002,Simulation,0.03,0.01,0.01,0.05,13058
2011,Strategy,0.01,0.03,0,0.05,13059
2011,Puzzle,0.05,0,0,0.05,13060
2001,Sports,0.02,0.02,0,0.05,13061
1999,Action,0.03,0.02,0,0.05,13062
2009,Misc,0.05,0,0,0.05,13063
2010,Simulation,0.05,0,0,0.05,13064
2005,Adventure,0.05,0,0,0.05,13065
2011,Misc,0,0,0.05,0.05,13066
2000,Racing,0.03,0.02,0,0.05,13067
1998,Shooter,0.03,0.02,0,0.05,13068
2000,Shooter,0,0,0.05,0.05,13069
2009,Adventure,0,0,0.05,0.05,13070
2011,Misc,0.05,0,0,0.05,13071
2014,Role-Playing,0,0.01,0.04,0.05,13072
2006,Platform,0.05,0,0,0.05,13073
2009,Racing,0.03,0.01,0,0.05,13074
2012,Action,0,0,0.05,0.05,13075
2010,Adventure,0.05,0,0,0.05,13076
2015,Adventure,0,0,0.05,0.05,13077
2006,Misc,0,0,0.05,0.05,13078
2003,Misc,0.04,0.01,0,0.05,13079
2003,Racing,0.04,0.01,0,0.05,13080
1998,Racing,0,0,0.05,0.05,13081
2016,Role-Playing,0,0,0.05,0.05,13082
2015,Adventure,0,0,0.05,0.05,13083
2007,Action,0,0,0.05,0.05,13084
1999,Sports,0.05,0,0,0.05,13085
2009,Misc,0,0.04,0,0.05,13086
2009,Simulation,0,0.04,0,0.05,13087
2009,Role-Playing,0.05,0,0,0.05,13088
2004,Adventure,0.04,0.01,0,0.05,13089
1995,Shooter,0.03,0.02,0,0.05,13090
1995,Misc,0,0,0.05,0.05,13091
2001,Puzzle,0.04,0.01,0,0.05,13092
2010,Adventure,0,0,0.05,0.05,13093
2014,Role-Playing,0,0,0.05,0.05,13094
2006,Action,0,0,0.05,0.05,13095
2002,Fighting,0,0,0.05,0.05,13096
2016,Role-Playing,0.01,0.03,0,0.05,13097
2012,Racing,0.02,0.02,0,0.05,13098
2006,Fighting,0,0,0.05,0.05,13099
2009,Simulation,0.04,0,0,0.05,13100
2008,Racing,0.05,0,0,0.05,13101
2016,Platform,0.01,0.03,0,0.05,13102
2003,Action,0.04,0.01,0,0.05,13103
2005,Shooter,0,0,0.05,0.05,13104
2014,Action,0,0.04,0,0.05,13105
2004,Action,0.04,0.01,0,0.05,13106
2009,Strategy,0,0,0.05,0.05,13107
2013,Platform,0.04,0.01,0,0.05,13108
2002,Sports,0.04,0.01,0,0.05,13109
2011,Sports,0,0.04,0,0.05,13110
2006,Racing,0.02,0.01,0.01,0.05,13111
2000,Platform,0.04,0.01,0,0.05,13112
2011,Role-Playing,0,0,0.05,0.05,13113
1999,Sports,0.04,0.01,0,0.05,13114
2000,Role-Playing,0.04,0.01,0,0.05,13115
1997,Fighting,0.04,0.01,0,0.05,13116
1999,Fighting,0.04,0.01,0,0.05,13117
1998,Platform,0.04,0.01,0,0.05,13118
2007,Misc,0,0,0.05,0.05,13119
2007,Misc,0,0,0.05,0.05,13120
2009,Sports,0,0,0.05,0.05,13121
2003,Role-Playing,0.04,0.01,0,0.05,13122
1995,Sports,0,0,0.05,0.05,13123
2009,Sports,0,0.04,0,0.05,13124
2015,Adventure,0,0,0.05,0.05,13125
2015,Action,0.02,0.02,0,0.05,13126
1999,Action,0.03,0.02,0,0.05,13127
2013,Sports,0,0,0.05,0.05,13128
2009,Racing,0,0.04,0,0.05,13129
2012,Action,0,0,0.05,0.05,13130
2003,Action,0.04,0.01,0,0.05,13131
2007,Adventure,0.04,0,0,0.05,13132
2013,Role-Playing,0,0,0.05,0.05,13133
2006,Fighting,0.05,0,0,0.05,13134
2002,Sports,0.04,0.01,0,0.05,13135
2010,Shooter,0,0.04,0,0.05,13136
2010,Adventure,0,0,0.05,0.05,13137
2008,Platform,0.05,0,0,0.05,13138
2002,Puzzle,0.04,0.01,0,0.05,13139
2015,Action,0,0,0.05,0.05,13140
2004,Strategy,0.01,0.03,0,0.05,13141
2006,Adventure,0,0,0.05,0.05,13142
1994,Misc,0,0,0.05,0.05,13143
2010,Adventure,0,0,0.05,0.05,13144
2011,Puzzle,0,0.04,0,0.05,13145
1996,Adventure,0.03,0.02,0,0.05,13146
2008,Misc,0.05,0,0,0.05,13147
2003,Puzzle,0.04,0.01,0,0.05,13148
1993,Sports,0,0,0.05,0.05,13149
2014,Action,0.03,0.02,0,0.05,13150
2004,Adventure,0,0,0.05,0.05,13151
2005,Platform,0.04,0.01,0,0.05,13152
2006,Racing,0,0.04,0,0.05,13153
2006,Sports,0.05,0,0,0.05,13154
2008,Platform,0.03,0.01,0,0.05,13155
2009,Sports,0.05,0,0,0.05,13156
2012,Action,0,0,0.05,0.05,13157
N/A,Strategy,0,0.04,0,0.05,13158
2012,Sports,0.02,0.02,0,0.05,13159
2010,Adventure,0,0,0.05,0.05,13160
2005,Action,0.04,0.01,0,0.05,13161
2006,Action,0.04,0,0,0.05,13162
2006,Adventure,0,0,0.05,0.05,13163
2010,Role-Playing,0,0,0.05,0.05,13164
2011,Misc,0.04,0.01,0,0.05,13165
2007,Fighting,0,0,0.05,0.05,13166
2006,Misc,0,0,0.05,0.05,13167
2001,Platform,0.02,0.02,0,0.05,13168
2001,Strategy,0,0.04,0,0.05,13169
2013,Role-Playing,0,0,0.05,0.05,13170
1995,Puzzle,0,0,0.05,0.05,13171
2016,Sports,0,0.04,0,0.05,13172
1996,Shooter,0,0,0.05,0.05,13173
2003,Action,0.04,0.01,0,0.05,13174
2008,Misc,0.05,0,0,0.05,13175
2016,Racing,0.02,0.02,0,0.05,13176
2007,Sports,0.03,0.02,0,0.05,13177
2000,Simulation,0,0,0.05,0.05,13178
2007,Strategy,0,0.01,0.04,0.05,13179
2006,Racing,0.02,0.02,0,0.05,13180
2003,Simulation,0.02,0.02,0,0.05,13181
2001,Platform,0.02,0.02,0,0.05,13182
2009,Shooter,0.01,0.03,0,0.05,13183
2007,Adventure,0,0,0.05,0.05,13184
2007,Misc,0.05,0,0,0.05,13185
2008,Misc,0.04,0,0,0.05,13186
2003,Shooter,0.04,0.01,0,0.05,13187
2001,Simulation,0,0,0.05,0.05,13188
2008,Misc,0,0,0.05,0.05,13189
2012,Action,0,0,0.05,0.05,13190
2009,Action,0.02,0.03,0,0.05,13191
2012,Misc,0,0.05,0,0.05,13192
2006,Racing,0.04,0,0,0.05,13193
2004,Action,0.03,0.01,0,0.05,13194
2008,Misc,0,0,0.05,0.05,13195
2006,Action,0.04,0,0,0.05,13196
2011,Role-Playing,0,0,0.05,0.05,13197
2002,Sports,0.04,0.01,0,0.05,13198
2010,Misc,0.05,0,0,0.05,13199
2002,Misc,0.03,0.01,0,0.05,13200
2011,Sports,0.02,0.02,0,0.05,13201
2004,Misc,0.03,0.01,0,0.05,13202
2000,Sports,0.03,0.02,0,0.05,13203
2010,Adventure,0,0,0.05,0.05,13204
2008,Adventure,0,0,0.05,0.05,13205
1998,Misc,0,0,0.05,0.05,13206
2006,Strategy,0,0,0.05,0.05,13207
2008,Simulation,0.05,0,0,0.05,13208
2001,Puzzle,0.03,0.01,0,0.05,13209
2010,Fighting,0.05,0,0,0.05,13210
2013,Action,0.02,0.02,0,0.05,13211
2002,Puzzle,0.03,0.01,0,0.05,13212
2001,Racing,0.02,0.02,0,0.05,13213
2011,Shooter,0.04,0,0,0.05,13214
1999,Sports,0,0,0.05,0.05,13215
2007,Adventure,0,0,0.05,0.05,13216
2015,Action,0.03,0.02,0,0.05,13217
1996,Shooter,0,0,0.05,0.05,13218
2005,Misc,0.04,0.01,0,0.05,13219
1995,Shooter,0,0,0.05,0.05,13220
1995,Misc,0,0,0.05,0.05,13221
2010,Sports,0.02,0.02,0,0.05,13222
2010,Sports,0,0,0.05,0.05,13223
1995,Platform,0.03,0.02,0,0.05,13224
2011,Puzzle,0.04,0,0,0.05,13225
2008,Role-Playing,0.04,0,0,0.05,13226
2003,Racing,0,0.04,0,0.05,13227
2015,Action,0,0,0.05,0.05,13228
2002,Shooter,0.03,0.01,0,0.05,13229
2010,Strategy,0,0.04,0,0.05,13230
1998,Strategy,0,0.04,0,0.05,13231
2008,Adventure,0,0,0.05,0.05,13232
2007,Platform,0.04,0,0,0.05,13233
2016,Sports,0.03,0.01,0,0.05,13234
2009,Role-Playing,0.04,0,0.01,0.05,13235
2005,Role-Playing,0.02,0.02,0,0.05,13236
1995,Adventure,0,0,0.05,0.05,13237
2004,Sports,0.02,0.02,0,0.05,13238
2006,Action,0.03,0.01,0,0.05,13239
2002,Role-Playing,0,0,0.05,0.05,13240
2008,Misc,0,0,0.05,0.05,13241
2007,Strategy,0.01,0.01,0.03,0.05,13242
1996,Sports,0,0,0.05,0.05,13243
2001,Fighting,0,0,0.05,0.05,13244
1994,Fighting,0,0,0.05,0.05,13245
2005,Action,0.04,0.01,0,0.05,13246
2007,Adventure,0,0,0.05,0.05,13247
2013,Platform,0.02,0.02,0,0.05,13248
2005,Sports,0.04,0.01,0,0.05,13249
2003,Racing,0.03,0.01,0,0.05,13250
2005,Misc,0.04,0.01,0,0.05,13251
2004,Shooter,0,0.04,0,0.05,13252
1998,Platform,0.03,0.02,0,0.05,13253
2006,Action,0.04,0,0,0.05,13254
2011,Adventure,0,0,0.05,0.05,13255
2007,Role-Playing,0,0,0.05,0.05,13256
1995,Puzzle,0,0,0.05,0.05,13257
2007,Puzzle,0.04,0,0,0.05,13258
2001,Sports,0.03,0.01,0,0.05,13259
2005,Racing,0.04,0.01,0,0.05,13260
2008,Action,0.04,0,0,0.05,13261
2015,Role-Playing,0,0,0.05,0.05,13262
2006,Platform,0,0,0.05,0.05,13263
2006,Sports,0.02,0.02,0,0.05,13264
2004,Action,0.04,0.01,0,0.05,13265
2008,Sports,0.04,0,0,0.05,13266
2002,Sports,0.04,0.01,0,0.05,13267
2004,Racing,0.04,0.01,0,0.05,13268
2016,Action,0,0,0.05,0.05,13269
2011,Role-Playing,0,0,0.05,0.05,13270
2010,Simulation,0,0.04,0,0.05,13271
1995,Puzzle,0.03,0.02,0,0.05,13272
2011,Sports,0,0,0.05,0.05,13273
1999,Strategy,0.03,0.02,0,0.05,13274
2013,Adventure,0,0,0.05,0.05,13275
2009,Sports,0,0.04,0,0.05,13276
2013,Misc,0,0,0.05,0.05,13277
2005,Racing,0.04,0.01,0,0.05,13278
2008,Misc,0,0,0.05,0.05,13279
N/A,Role-Playing,0,0,0.05,0.05,13280
2003,Sports,0.04,0.01,0,0.05,13281
1996,Sports,0.03,0.02,0,0.05,13282
2007,Sports,0.01,0.01,0.01,0.05,13283
2012,Adventure,0,0,0.05,0.05,13284
2008,Action,0,0,0.05,0.05,13285
2003,Role-Playing,0.04,0.01,0,0.05,13286
2015,Action,0,0.04,0,0.05,13287
2010,Shooter,0.04,0,0,0.05,13288
2000,Simulation,0.01,0.03,0,0.05,13289
2015,Role-Playing,0.04,0.01,0,0.05,13290
2008,Simulation,0.04,0,0,0.05,13291
2012,Shooter,0,0,0.05,0.05,13292
2007,Role-Playing,0,0,0.05,0.05,13293
2009,Puzzle,0.03,0.01,0,0.05,13294
2009,Adventure,0.04,0,0,0.05,13295
2008,Adventure,0.04,0,0,0.05,13296
2001,Sports,0.03,0.01,0,0.05,13297
2008,Action,0,0,0.05,0.05,13298
2013,Shooter,0.04,0,0,0.05,13299
2015,Strategy,0,0.04,0,0.05,13300
2015,Sports,0,0.04,0,0.05,13301
2010,Sports,0.04,0,0,0.05,13302
2006,Strategy,0,0.04,0,0.05,13303
2011,Misc,0.04,0,0,0.05,13304
2008,Misc,0.04,0,0,0.05,13305
2013,Action,0,0,0.05,0.05,13306
2002,Fighting,0.03,0.01,0,0.05,13307
2007,Simulation,0,0.04,0,0.05,13308
2004,Sports,0.02,0.02,0,0.05,13309
2002,Racing,0.03,0.01,0,0.05,13310
2008,Role-Playing,0.04,0,0,0.05,13311
2002,Fighting,0.04,0.01,0,0.05,13312
1993,Role-Playing,0,0,0.05,0.05,13313
2010,Racing,0,0.04,0,0.05,13314
2004,Shooter,0.04,0.01,0,0.05,13315
2009,Adventure,0,0,0.05,0.05,13316
1998,Strategy,0.03,0.02,0,0.05,13317
2011,Adventure,0,0,0.05,0.05,13318
2011,Adventure,0,0,0.05,0.05,13319
2006,Action,0,0,0.05,0.05,13320
2005,Platform,0.04,0.01,0,0.05,13321
2006,Adventure,0.04,0,0,0.05,13322
2011,Sports,0,0.04,0,0.05,13323
2009,Simulation,0.04,0,0,0.05,13324
2006,Misc,0.04,0,0,0.05,13325
2011,Misc,0.01,0.03,0,0.05,13326
2005,Shooter,0.04,0.01,0,0.05,13327
2013,Adventure,0,0,0.05,0.05,13328
2007,Racing,0.04,0,0,0.05,13329
2007,Sports,0.04,0,0,0.05,13330
2001,Simulation,0,0.04,0,0.05,13331
2002,Role-Playing,0,0,0.05,0.05,13332
1995,Shooter,0.03,0.02,0,0.05,13333
2001,Role-Playing,0.03,0.02,0,0.05,13334
2006,Puzzle,0.04,0,0,0.05,13335
2006,Sports,0.04,0,0,0.05,13336
2006,Simulation,0.03,0.01,0.01,0.05,13337
2015,Adventure,0,0,0.05,0.05,13338
2009,Action,0,0.04,0,0.05,13339
2007,Strategy,0,0.04,0,0.05,13340
2002,Action,0.03,0.01,0,0.05,13341
2015,Racing,0,0.04,0,0.05,13342
2011,Strategy,0,0,0.05,0.05,13343
2008,Role-Playing,0,0,0.05,0.05,13344
2010,Racing,0.04,0,0,0.05,13345
2008,Misc,0.04,0,0,0.05,13346
2005,Puzzle,0.04,0,0,0.05,13347
2015,Adventure,0.04,0,0,0.05,13348
2001,Shooter,0.03,0.02,0,0.05,13349
2006,Role-Playing,0.04,0,0,0.05,13350
2011,Action,0,0,0.05,0.05,13351
1996,Adventure,0.03,0.02,0,0.05,13352
2003,Fighting,0.04,0.01,0,0.05,13353
2007,Simulation,0.04,0,0,0.05,13354
2008,Adventure,0.04,0,0,0.05,13355
2013,Action,0,0.04,0,0.05,13356
2006,Misc,0.04,0,0,0.05,13357
2012,Racing,0.04,0,0,0.05,13358
2005,Shooter,0.04,0.01,0,0.05,13359
2011,Sports,0,0.03,0,0.05,13360
2006,Strategy,0.03,0.01,0,0.05,13361
2010,Sports,0.04,0,0.01,0.05,13362
2014,Adventure,0,0,0.05,0.05,13363
2007,Action,0.03,0.01,0,0.05,13364
1997,Shooter,0,0,0.05,0.05,13365
2014,Puzzle,0,0,0.05,0.05,13366
2006,Misc,0,0,0.05,0.05,13367
2001,Misc,0.02,0.02,0,0.05,13368
